datetime,portfolio_value,cash,return
2020-03-12 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-13 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-14 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-16 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-17 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-18 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-19 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-20 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-21 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-23 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-24 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-25 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-26 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-27 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-28 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-30 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-03-31 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-01 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-02 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-03 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-04 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-06 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-07 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-08 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-09 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-10 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-13 09:30:00-04:00,101024.85232543945,101024.85232543945,0.0
2020-04-14 09:30:00-04:00,100411.05166625977,50448.45034790039,-0.0060757392369394925
2020-04-15 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-16 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-17 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-18 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-20 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-21 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-22 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-23 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-24 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-25 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-27 09:30:00-04:00,100411.05166625977,100411.05166625977,0.0
2020-04-28 09:30:00-04:00,100499.28335571289,50064.59356689453,0.0008787049631386878
2020-04-29 09:30:00-04:00,100530.42208862305,50064.59356689453,0.0003098403478156708
2020-04-30 09:30:00-04:00,99423.22314453125,50064.59356689453,-0.01101357102744227
2020-05-01 09:30:00-04:00,99423.22314453125,50064.59356689453,0.0
2020-05-02 09:30:00-04:00,99423.22314453125,50064.59356689453,0.0
2020-05-04 09:30:00-04:00,99653.31610107422,50064.59356689453,0.0023142777840594597
2020-05-05 09:30:00-04:00,99895.51504516602,50064.59356689453,0.0024304152994381045
2020-05-06 09:30:00-04:00,99845.34356689453,50064.59356689453,-0.0005022395474791885
2020-05-07 09:30:00-04:00,100423.16293334961,50064.59356689453,0.00578714385481538
2020-05-08 09:30:00-04:00,100423.16293334961,50064.59356689453,0.0
2020-05-09 09:30:00-04:00,100423.16293334961,50064.59356689453,0.0
2020-05-11 09:30:00-04:00,100890.26504516602,50064.59356689453,0.00465133837824272
2020-05-12 09:30:00-04:00,99552.97314453125,50064.59356689453,-0.013254915130177292
2020-05-13 09:30:00-04:00,98322.94567871094,50064.59356689453,-0.012355507093038343
2020-05-14 09:30:00-04:00,97893.72876129151,97893.72876129151,-0.00436537895052469
2020-05-15 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-16 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-18 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-19 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-20 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-21 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-22 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-23 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-26 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-27 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-28 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-29 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-05-30 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-01 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-02 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-03 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-04 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-05 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-06 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-08 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-09 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-10 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-11 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-12 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-13 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-15 09:30:00-04:00,97893.72876129151,97893.72876129151,0.0
2020-06-16 09:30:00-04:00,97675.17819366456,48994.32705841065,-0.002232528788027599
2020-06-17 09:30:00-04:00,97675.17819366456,97675.17819366456,0.0
2020-06-18 09:30:00-04:00,97675.17819366456,97675.17819366456,0.0
2020-06-19 09:30:00-04:00,97675.17819366456,97675.17819366456,0.0
2020-06-20 09:30:00-04:00,97675.17819366456,97675.17819366456,0.0
2020-06-22 09:30:00-04:00,97675.17819366456,97675.17819366456,0.0
2020-06-23 09:30:00-04:00,97105.779145813,48770.73971710206,-0.005829516345724928
2020-06-24 09:30:00-04:00,97105.779145813,97105.779145813,0.0
2020-06-25 09:30:00-04:00,97105.779145813,97105.779145813,0.0
2020-06-26 09:30:00-04:00,97105.779145813,48426.3385635376,0.0
2020-06-27 09:30:00-04:00,97105.779145813,48426.3385635376,0.0
2020-06-29 09:30:00-04:00,96760.74701080323,48426.3385635376,-0.0035531575776933666
2020-06-30 09:30:00-04:00,97647.96972808838,48426.3385635376,0.009169242122387677
2020-07-01 09:30:00-04:00,98390.49701080323,48426.3385635376,0.007604124128566037
2020-07-02 09:30:00-04:00,98390.49701080323,48426.3385635376,0.0
2020-07-03 09:30:00-04:00,98390.49701080323,48426.3385635376,0.0
2020-07-06 09:30:00-04:00,98571.75933990479,48426.3385635376,0.001842274758319995
2020-07-07 09:30:00-04:00,98449.32623443604,48426.3385635376,-0.0012420708150958637
2020-07-08 09:30:00-04:00,98803.89798126221,48426.3385635376,0.0036015660074892875
2020-07-09 09:30:00-04:00,98401.62817535401,48426.3385635376,-0.004071396110146286
2020-07-10 09:30:00-04:00,98401.62817535401,48426.3385635376,0.0
2020-07-11 09:30:00-04:00,98401.62817535401,48426.3385635376,0.0
2020-07-13 09:30:00-04:00,98241.03662261963,48426.3385635376,-0.0016320009710428796
2020-07-14 09:30:00-04:00,99689.529145813,48426.3385635376,0.014744271569095524
2020-07-15 09:30:00-04:00,99272.94992218018,48426.3385635376,-0.004178766087093222
2020-07-16 09:30:00-04:00,99605.25933990479,48426.3385635376,0.0033474316818942196
2020-07-17 09:30:00-04:00,99605.25933990479,48426.3385635376,0.0
2020-07-18 09:30:00-04:00,99605.25933990479,48426.3385635376,0.0
2020-07-20 09:30:00-04:00,100331.89050445557,48426.3385635376,0.0072951084045786985
2020-07-21 09:30:00-04:00,100040.91778717042,48426.3385635376,-0.0029001020096619534
2020-07-22 09:30:00-04:00,100335.0687576294,48426.3385635376,0.0029403065961945973
2020-07-23 09:30:00-04:00,99457.39050445557,48426.3385635376,-0.008747472484360919
2020-07-24 09:30:00-04:00,99457.39050445557,48426.3385635376,0.0
2020-07-25 09:30:00-04:00,99457.39050445557,48426.3385635376,0.0
2020-07-27 09:30:00-04:00,99692.70739898682,48426.3385635376,0.0023660071246360825
2020-07-28 09:30:00-04:00,99643.41778717042,48426.3385635376,-0.0004944154201684814
2020-07-29 09:30:00-04:00,99608.43759307862,48426.3385635376,-0.000351053736098339
2020-07-30 09:30:00-04:00,100244.43759307862,48426.3385635376,0.006385001264633816
2020-07-31 09:30:00-04:00,100244.43759307862,48426.3385635376,0.0
2020-08-01 09:30:00-04:00,100244.43759307862,48426.3385635376,0.0
2020-08-03 09:30:00-04:00,100556.07623443604,48426.3385635376,0.003108787368556687
2020-08-04 09:30:00-04:00,101130.0687576294,48426.3385635376,0.00570818338073531
2020-08-05 09:30:00-04:00,101131.66031036378,48426.3385635376,1.573768073059867e-05
2020-08-06 09:30:00-04:00,101549.25747833253,24228.29776153565,0.00412924267916881
2020-08-07 09:30:00-04:00,101549.25747833253,24228.29776153565,0.0
2020-08-08 09:30:00-04:00,101549.25747833253,24228.29776153565,0.0
2020-08-10 09:30:00-04:00,102377.49917755128,24228.29776153565,0.008156058643712605
2020-08-11 09:30:00-04:00,102050.3783279419,24228.29776153565,-0.003195241652094394
2020-08-12 09:30:00-04:00,102321.81436309815,24228.29776153565,0.0026598238987805
2020-08-13 09:30:00-04:00,102275.41861114503,24228.29776153565,-0.00045342972309392326
2020-08-14 09:30:00-04:00,102275.41861114503,24228.29776153565,0.0
2020-08-15 09:30:00-04:00,102275.41861114503,24228.29776153565,0.0
2020-08-17 09:30:00-04:00,102723.17691192628,24228.29776153565,0.004377965955667751
2020-08-18 09:30:00-04:00,102887.8949295044,24228.29776153565,0.0016035136619592105
2020-08-19 09:30:00-04:00,102031.81436309815,24228.29776153565,-0.008320517850936793
2020-08-20 09:30:00-04:00,102625.74087677003,24228.29776153565,0.0058209933576038875
2020-08-21 09:30:00-04:00,102625.74087677003,24228.29776153565,0.0
2020-08-22 09:30:00-04:00,102625.74087677003,24228.29776153565,0.0
2020-08-24 09:30:00-04:00,103927.25747833253,24228.29776153565,0.012682165219399799
2020-08-25 09:30:00-04:00,104212.62002716065,24228.29776153565,0.0027457911981139116
2020-08-26 09:30:00-04:00,105082.62002716065,24228.29776153565,0.00834831712102857
2020-08-27 09:30:00-04:00,105298.3783279419,24228.29776153565,0.002053225364246458
2020-08-28 09:30:00-04:00,105298.3783279419,24228.29776153565,0.0
2020-08-29 09:30:00-04:00,105298.3783279419,24228.29776153565,0.0
2020-08-31 09:30:00-04:00,105477.01577911378,24228.29776153565,0.0016964881511805086
2020-09-01 09:30:00-04:00,106511.74087677003,24228.29776153565,0.009809958027473309
2020-09-02 09:30:00-04:00,106790.13662872315,24228.29776153565,0.0026137564709904915
2020-09-03 09:30:00-04:00,104530.45889434815,24228.29776153565,-0.021159985422916083
2020-09-04 09:30:00-04:00,104530.45889434815,24228.29776153565,0.0
2020-09-05 09:30:00-04:00,104530.45889434815,24228.29776153565,0.0
2020-09-08 09:30:00-04:00,102539.8949295044,24228.29776153565,-0.01904290850627255
2020-09-09 09:30:00-04:00,103530.5394607544,24228.29776153565,0.009661064426983001
2020-09-10 09:30:00-04:00,102138.5394607544,24228.29776153565,-0.01344530809218536
2020-09-11 09:30:00-04:00,102138.5394607544,24228.29776153565,0.0
2020-09-12 09:30:00-04:00,102138.5394607544,24228.29776153565,0.0
2020-09-14 09:30:00-04:00,103368.13662872315,24228.29776153565,0.012038523112436028
2020-09-15 09:30:00-04:00,103382.1771560669,91087.8168045044,0.00013583032258934757
2020-09-16 09:30:00-04:00,102324.82553253174,57961.345857238775,-0.010227600662142788
2020-09-17 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-18 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-19 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-21 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-22 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-23 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-24 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-25 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-26 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-28 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-29 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-09-30 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-01 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-02 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-03 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-05 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-06 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-07 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-08 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-09 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-10 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-12 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-13 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-14 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-15 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-16 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-17 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-19 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-20 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-21 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-22 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-23 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-24 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-26 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-27 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-28 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-29 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-30 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-10-31 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2020-11-02 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-03 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-04 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-05 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-06 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-07 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-09 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-10 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-11 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-12 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-13 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-14 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-16 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-17 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-18 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-19 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-20 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-21 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-23 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-24 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-25 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-26 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-27 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-28 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-11-30 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-01 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-02 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-03 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-04 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-05 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-07 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-08 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-09 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-10 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-11 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-12 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-14 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-15 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-16 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-17 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-18 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-19 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-21 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-22 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-23 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-24 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-25 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-28 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-29 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-30 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2020-12-31 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-01 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-04 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-05 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-06 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-07 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-08 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-09 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-11 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-12 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-13 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-14 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-15 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-16 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-19 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-20 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-21 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-22 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-23 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-25 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-26 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-27 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-28 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-29 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-01-30 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-01 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-02 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-03 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-04 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-05 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-06 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-08 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-09 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-10 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-11 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-12 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-13 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-16 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-17 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-18 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-19 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-20 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-22 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-23 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-24 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-25 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-26 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-02-27 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-01 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-02 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-03 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-04 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-05 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-06 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-08 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-09 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-10 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-11 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-12 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-13 09:30:00-05:00,102324.82553253174,102324.82553253174,0.0
2021-03-15 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2021-03-16 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2021-03-17 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2021-03-18 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2021-03-19 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2021-03-20 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
2021-03-22 09:30:00-04:00,102324.82553253174,102324.82553253174,0.0
